Customer ID,Age,Gender,Item Purchased,Category,Unit sold,Unit Price,Purchase_Amount_inr,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2582,57,Male,Dress,Clothing,2,4050,8100,Visakhapatnam,M,Gold,Winter,4.7,No,Express,No,No,41,Credit Card,Monthly
2583,19,Male,Dress,Clothing,1,4900,4900,Vijayawada,S,Indigo,Fall,3.6,No,2-Day Shipping,No,No,47,Debit Card,Every 3 Months
2584,69,Male,Jeans,Clothing,3,4650,13950,Kochi,M,Lavender,Fall,2.5,No,Next Day Air,No,No,9,Cash,Weekly
2585,26,Male,Socks,Clothing,2,1500,3000,Thiruvananthapuram,L,Blue,Summer,2.9,No,Store Pickup,No,No,37,Net Banking,Bi-Weekly
2586,57,Male,Sunglasses,Accessories,2,1850,3700,Coimbatore,L,Maroon,Fall,4.4,No,Free Shipping,No,No,12,Amazon Pay,Weekly
2587,20,Male,Coat,Outerwear,2,1400,2800,Madurai,L,Yellow,Winter,4.6,No,Express,No,No,42,EMI,Every 3 Months
2588,55,Male,Scarf,Accessories,2,1450,2900,Mysuru,M,Purple,Winter,3.7,No,Express,No,No,43,Cash,Every 3 Months
2589,44,Male,Backpack,Accessories,3,2450,7350,Mangaluru,M,Peach,Summer,3.2,No,Free Shipping,No,No,18,Debit Card,Bi-Weekly
2590,52,Male,Pants,Clothing,1,2650,2650,Nashik,M,Silver,Winter,4.9,No,2-Day Shipping,No,No,16,Debit Card,Annually
2591,57,Male,Gloves,Accessories,1,3300,3300,Aurangabad,M,Turquoise,Summer,5,No,Free Shipping,No,No,33,Credit Card,Annually
2592,40,Male,Jacket,Outerwear,1,3050,3050,Kolhapur,S,Olive,Spring,3.3,No,Express,No,No,19,Debit Card,Quarterly
2593,23,Male,Shorts,Clothing,1,1150,1150,Thane,XL,Peach,Summer,4.4,No,Store Pickup,No,No,2,Paytm,Quarterly
2594,36,Male,Pants,Clothing,1,1800,1800,Navi Mumbai,S,Indigo,Fall,4.7,No,Store Pickup,No,No,49,Credit Card,Every 3 Months
2595,59,Male,Skirt,Clothing,3,4050,12150,Vasai-Virar,L,Indigo,Fall,3.6,No,Free Shipping,No,No,14,Debit Card,Every 3 Months
2596,29,Male,Blouse,Clothing,3,2800,8400,Kalyan-Dombivli,XL,Maroon,Summer,3.2,No,Free Shipping,No,No,31,Cash on Delivery,Bi-Weekly
2597,63,Male,Shirt,Clothing,1,3900,3900,Noida,L,Black,Spring,3,No,Next Day Air,No,No,39,Net Banking,Monthly
2598,60,Male,Jewelry,Accessories,3,1250,3750,Gurugram,XL,Teal,Summer,4.4,No,Store Pickup,No,No,8,Amazon Pay,Bi-Weekly
2599,64,Male,Backpack,Accessories,3,4300,12900,Faridabad,XL,Olive,Fall,3.3,No,Express,No,No,6,EMI,Annually
2600,63,Male,Jewelry,Accessories,2,4950,9900,Ghaziabad,M,Gold,Winter,3.4,No,Express,No,No,34,UPI,Monthly
2601,21,Male,Belt,Accessories,3,4150,12450,Chandigarh,M,Gray,Fall,3.9,No,Express,No,No,32,PhonePe,Bi-Weekly
2602,61,Male,Dress,Clothing,2,1650,3300,Ludhiana,L,Orange,Winter,2.9,No,Store Pickup,No,No,8,Google Pay,Monthly
2603,65,Male,Coat,Outerwear,3,2200,6600,Amritsar,M,Black,Fall,2.9,No,Free Shipping,No,No,8,Paytm,Quarterly
2604,69,Male,Dress,Clothing,1,2900,2900,Jammu,M,Teal,Spring,2.7,No,2-Day Shipping,No,No,27,Credit Card,Annually
2605,47,Male,Sweater,Clothing,2,2700,5400,Srinagar,M,Beige,Spring,3.4,No,Store Pickup,No,No,32,Debit Card,Weekly
2606,41,Male,Hoodie,Clothing,2,4650,9300,Shimla,M,White,Spring,3.7,No,2-Day Shipping,No,No,4,Cash,Fortnightly
2607,68,Male,Shoes,Footwear,3,4900,14700,Dehradun,L,Turquoise,Spring,4.7,No,Standard,No,No,45,UPI,Bi-Weekly
2608,41,Male,Shoes,Footwear,1,1800,1800,Agra,XL,Teal,Spring,3.1,No,Express,No,No,44,PhonePe,Every 3 Months
2609,42,Male,Jacket,Outerwear,3,3400,10200,Varanasi,L,Orange,Fall,4.2,No,2-Day Shipping,No,No,18,Google Pay,Fortnightly
2610,66,Male,Backpack,Accessories,2,4750,9500,Prayagraj,M,Black,Summer,3,No,Store Pickup,No,No,22,Paytm,Bi-Weekly
2611,66,Male,Jeans,Clothing,3,4650,13950,Gwalior,M,Violet,Spring,3.1,No,Express,No,No,43,Credit Card,Quarterly
2612,33,Male,Jacket,Outerwear,2,4950,9900,Jabalpur,L,Maroon,Fall,4.2,No,2-Day Shipping,No,No,12,Debit Card,Fortnightly
2613,55,Male,Sunglasses,Accessories,3,1100,3300,Raipur,M,Turquoise,Winter,3.8,No,Next Day Air,No,No,3,Net Banking,Quarterly
2614,58,Male,Gloves,Accessories,1,4400,4400,Goa,M,Gold,Fall,2.9,No,Express,No,No,1,Amazon Pay,Monthly
2615,18,Male,Jacket,Outerwear,1,3250,3250,Udaipur,M,Turquoise,Spring,4.2,No,Express,No,No,36,EMI,Fortnightly
2616,49,Male,T-shirt,Clothing,3,3100,9300,Jodhpur,M,Maroon,Fall,3.1,No,2-Day Shipping,No,No,12,Cash,Quarterly
2617,61,Male,Sandals,Footwear,1,2750,2750,Rajkot,XL,Purple,Spring,3.6,No,Express,No,No,49,Debit Card,Annually
2618,31,Male,Shorts,Clothing,2,4850,9700,Vadodara,S,Maroon,Spring,4.8,No,Standard,No,No,14,Debit Card,Annually
2619,70,Male,Handbag,Accessories,1,3850,3850,Siliguri,L,Brown,Fall,4.1,No,Express,No,No,6,Credit Card,Monthly
2620,68,Male,Pants,Clothing,3,2000,6000,Guwahati,L,Indigo,Winter,3.9,No,Free Shipping,No,No,6,Credit Card,Weekly
2621,27,Male,Blouse,Clothing,1,1150,1150,Imphal,S,Lavender,Winter,3,No,Standard,No,No,11,Credit Card,Annually
2622,48,Male,Shoes,Footwear,3,2300,6900,Aizawl,M,Beige,Winter,3,No,Express,No,No,44,Debit Card,Annually
2623,63,Male,Backpack,Accessories,1,3750,3750,Shillong,M,Yellow,Spring,4.9,No,2-Day Shipping,No,No,33,Credit Card,Annually
2624,49,Male,Shoes,Footwear,3,3800,11400,Patna,M,Gold,Fall,4.8,No,Next Day Air,No,No,9,Credit Card,Annually
2625,19,Male,Dress,Clothing,2,2950,5900,Ranchi,M,Indigo,Summer,3.3,No,Standard,No,No,41,Debit Card,Annually
2626,30,Male,Skirt,Clothing,3,2550,7650,Bhubaneswar,L,Cyan,Summer,2.7,No,Standard,No,No,21,Cash,Weekly
2627,50,Male,Jacket,Outerwear,1,2300,2300,Visakhapatnam,XL,Silver,Fall,4.2,No,Express,No,No,41,UPI,Every 3 Months
2628,66,Male,Shirt,Clothing,1,1300,1300,Vijayawada,L,Silver,Fall,3.6,No,Next Day Air,No,No,37,PhonePe,Quarterly
2629,25,Male,Hoodie,Clothing,2,2550,5100,Kochi,M,Silver,Summer,3.8,No,Next Day Air,No,No,37,Google Pay,Bi-Weekly
2630,61,Male,Scarf,Accessories,2,2200,4400,Thiruvananthapuram,M,Peach,Winter,3.8,No,Free Shipping,No,No,43,Paytm,Annually
2631,29,Male,Skirt,Clothing,3,4100,12300,Coimbatore,S,Pink,Spring,4.2,No,Free Shipping,No,No,48,Credit Card,Quarterly
2632,53,Male,Skirt,Clothing,2,2200,4400,Madurai,S,Violet,Summer,2.7,No,Express,No,No,19,Debit Card,Weekly
2633,24,Male,Scarf,Accessories,2,1350,2700,Mysuru,M,Black,Fall,5,No,Next Day Air,No,No,20,Net Banking,Annually
2634,51,Male,Sunglasses,Accessories,2,4500,9000,Mangaluru,M,Purple,Fall,4.7,No,Next Day Air,No,No,47,Amazon Pay,Fortnightly
2635,26,Male,Sandals,Footwear,2,2900,5800,Nashik,S,Black,Summer,3.2,No,Store Pickup,No,No,24,EMI,Every 3 Months
2636,59,Male,Hoodie,Clothing,2,4000,8000,Aurangabad,XL,Peach,Spring,2.9,No,2-Day Shipping,No,No,48,Cash,Fortnightly
2637,41,Male,Jacket,Outerwear,1,2000,2000,Kolhapur,S,Magenta,Winter,4.2,No,Store Pickup,No,No,15,Cash,Annually
2638,20,Male,Pants,Clothing,2,1150,2300,Thane,M,Magenta,Spring,3.7,No,Store Pickup,No,No,39,Debit Card,Annually
2639,22,Male,Shirt,Clothing,2,1700,3400,Navi Mumbai,S,Black,Spring,4.2,No,Store Pickup,No,No,22,Cash,Annually
2640,18,Male,Blouse,Clothing,1,1750,1750,Vasai-Virar,XL,Pink,Winter,2.6,No,Free Shipping,No,No,11,UPI,Quarterly
2641,30,Male,Skirt,Clothing,2,3750,7500,Kalyan-Dombivli,L,Olive,Summer,4,No,Store Pickup,No,No,50,PhonePe,Bi-Weekly
2642,25,Male,Sunglasses,Accessories,1,3000,3000,Noida,XL,Olive,Winter,2.7,No,Next Day Air,No,No,14,Google Pay,Every 3 Months
2643,39,Male,Belt,Accessories,1,4350,4350,Gurugram,L,Peach,Summer,4,No,Store Pickup,No,No,39,Paytm,Annually
2644,49,Male,Gloves,Accessories,1,2050,2050,Faridabad,S,Silver,Spring,2.9,No,Next Day Air,No,No,45,Credit Card,Monthly
2645,25,Male,Pants,Clothing,3,4150,12450,Ghaziabad,M,Turquoise,Spring,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months
2646,23,Male,Scarf,Accessories,2,4050,8100,Chandigarh,L,Olive,Spring,4,No,Store Pickup,No,No,21,Net Banking,Bi-Weekly
2647,33,Male,T-shirt,Clothing,3,2800,8400,Ludhiana,S,Lavender,Summer,3.9,No,Next Day Air,No,No,40,Amazon Pay,Every 3 Months
2648,60,Male,Shoes,Footwear,3,2900,8700,Amritsar,M,Red,Summer,3.3,No,2-Day Shipping,No,No,12,EMI,Annually
2649,51,Male,Pants,Clothing,2,4200,8400,Jammu,M,Gray,Spring,3.9,No,Next Day Air,No,No,49,Credit Card,Bi-Weekly
2650,23,Male,Gloves,Accessories,3,1050,3150,Srinagar,M,Magenta,Fall,3.9,No,Store Pickup,No,No,36,Credit Card,Fortnightly
2651,20,Male,Socks,Clothing,1,1750,1750,Shimla,L,Maroon,Summer,4.2,No,Standard,No,No,20,Bank Transfer,Every 3 Months
2652,51,Male,Sneakers,Footwear,3,2150,6450,Dehradun,M,Cyan,Summer,4.6,No,Store Pickup,No,No,9,Bank Transfer,Quarterly
2653,23,Female,Shorts,Clothing,3,1000,3000,Agra,L,Cyan,Summer,3.3,No,2-Day Shipping,No,No,31,Debit Card,Monthly
2654,67,Female,Blouse,Clothing,2,1800,3600,Varanasi,L,Lavender,Fall,4.8,No,Express,No,No,1,Cash,Every 3 Months
2655,23,Female,Coat,Outerwear,1,3500,3500,Prayagraj,S,Pink,Fall,4.1,No,Next Day Air,No,No,36,Debit Card,Annually
2656,26,Female,Sunglasses,Accessories,3,4150,12450,Gwalior,M,Gray,Summer,3.4,No,Standard,No,No,2,Credit Card,Fortnightly
2657,52,Female,Shorts,Clothing,3,3800,11400,Jabalpur,L,Yellow,Winter,3.6,No,Express,No,No,21,Cash,Fortnightly
2658,52,Female,Dress,Clothing,2,4050,8100,Raipur,M,Pink,Summer,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2659,52,Female,Handbag,Accessories,2,2350,4700,Goa,XL,Indigo,Summer,3.2,No,Next Day Air,No,No,39,Credit Card,Monthly
2660,35,Female,Boots,Footwear,2,1750,3500,Udaipur,L,Gray,Summer,4.4,No,2-Day Shipping,No,No,22,Cash,Fortnightly
2661,24,Female,Pants,Clothing,2,4250,8500,Jodhpur,L,Yellow,Spring,4.9,No,Express,No,No,6,UPI,Annually
2662,43,Female,Boots,Footwear,1,4800,4800,Rajkot,XL,Olive,Fall,4.8,No,Express,No,No,41,PhonePe,Annually
2663,25,Female,Skirt,Clothing,2,4900,9800,Vadodara,M,Cyan,Summer,2.8,No,2-Day Shipping,No,No,32,Google Pay,Fortnightly
2664,46,Female,Sneakers,Footwear,3,2600,7800,Siliguri,L,Silver,Fall,2.9,No,Free Shipping,No,No,33,Paytm,Annually
2665,22,Female,Jewelry,Accessories,1,4200,4200,Guwahati,L,Silver,Winter,3.2,No,Store Pickup,No,No,27,Credit Card,Weekly
2666,70,Female,T-shirt,Clothing,1,3550,3550,Imphal,L,Red,Winter,3.5,No,Store Pickup,No,No,3,Debit Card,Weekly
2667,49,Female,Sandals,Footwear,2,4750,9500,Aizawl,S,Brown,Winter,4.1,No,Store Pickup,No,No,4,Net Banking,Fortnightly
2668,48,Female,Boots,Footwear,2,2350,4700,Shillong,M,Orange,Summer,4.1,No,Free Shipping,No,No,41,Amazon Pay,Fortnightly
2669,59,Female,Coat,Outerwear,3,3750,11250,Mumbai,M,Black,Summer,4.8,No,Next Day Air,No,No,37,EMI,Quarterly
2670,39,Female,Belt,Accessories,3,1400,4200,Pune,L,Teal,Spring,2.8,No,Free Shipping,No,No,48,Credit Card,Weekly
2671,30,Female,Sunglasses,Accessories,3,2200,6600,Delhi,M,Yellow,Fall,4.7,No,Express,No,No,49,Cash,Bi-Weekly
2672,37,Female,Sandals,Footwear,1,3200,3200,Bengaluru,XL,Gray,Winter,4.8,No,2-Day Shipping,No,No,47,UPI,Every 3 Months
2673,56,Female,Boots,Footwear,2,1400,2800,Hyderabad,M,Maroon,Spring,2.9,No,Standard,No,No,8,PhonePe,Annually
2674,67,Female,Hoodie,Clothing,1,1050,1050,Chennai,M,Olive,Summer,2.6,No,2-Day Shipping,No,No,14,Google Pay,Monthly
2675,40,Female,Hat,Accessories,1,2050,2050,Kolkata,S,Charcoal,Fall,3.3,No,Express,No,No,16,Paytm,Every 3 Months
2676,24,Female,Shorts,Clothing,1,1900,1900,Ahmedabad,M,Peach,Winter,3.4,No,Free Shipping,No,No,5,Credit Card,Bi-Weekly
2677,43,Female,Backpack,Accessories,3,3850,11550,Surat,M,Maroon,Spring,3.6,No,Free Shipping,No,No,22,Debit Card,Fortnightly
2678,45,Female,Shorts,Clothing,1,2150,2150,Jaipur,L,Olive,Spring,3.8,No,Next Day Air,No,No,36,Net Banking,Every 3 Months
2679,33,Female,Belt,Accessories,2,4550,9100,Lucknow,M,Magenta,Spring,3.4,No,2-Day Shipping,No,No,17,Amazon Pay,Bi-Weekly
2680,53,Female,Shorts,Clothing,2,3400,6800,Kanpur,S,Yellow,Spring,3.8,No,Express,No,No,28,EMI,Quarterly
2681,44,Female,Socks,Clothing,2,1850,3700,Nagpur,L,Indigo,Fall,3.3,No,Next Day Air,No,No,33,Cash,Annually
2682,23,Female,Shoes,Footwear,2,1150,2300,Indore,L,Olive,Summer,4.8,No,Standard,No,No,7,UPI,Monthly
2683,59,Female,Sneakers,Footwear,1,3250,3250,Bhopal,L,Maroon,Winter,3.9,No,2-Day Shipping,No,No,47,PhonePe,Every 3 Months
2684,68,Female,Backpack,Accessories,2,1500,3000,Patna,M,Indigo,Summer,4.2,No,Next Day Air,No,No,28,Google Pay,Fortnightly
2685,46,Female,Dress,Clothing,3,2250,6750,Ranchi,M,Gray,Summer,4.7,No,Free Shipping,No,No,30,Paytm,Bi-Weekly
2686,56,Female,Boots,Footwear,1,1250,1250,Bhubaneswar,M,Gray,Winter,2.7,No,Express,No,No,40,Credit Card,Quarterly
2687,40,Female,Socks,Clothing,3,3600,10800,Visakhapatnam,M,Black,Winter,3.8,No,2-Day Shipping,No,No,1,Debit Card,Fortnightly
2688,61,Female,Dress,Clothing,1,3750,3750,Vijayawada,M,White,Fall,3.6,No,2-Day Shipping,No,No,33,Net Banking,Bi-Weekly
2689,53,Female,Handbag,Accessories,3,3150,9450,Kochi,XL,Turquoise,Spring,2.9,No,2-Day Shipping,No,No,43,Amazon Pay,Every 3 Months
2690,29,Female,Blouse,Clothing,3,1750,5250,Thiruvananthapuram,M,Orange,Fall,3.9,No,Standard,No,No,10,EMI,Quarterly
2691,44,Female,Belt,Accessories,3,1600,4800,Coimbatore,L,Yellow,Summer,4.7,No,Free Shipping,No,No,27,Cash,Weekly
2692,43,Female,Pants,Clothing,1,1250,1250,Madurai,L,Blue,Winter,3.3,No,2-Day Shipping,No,No,11,Cash,Monthly
2693,40,Female,Sneakers,Footwear,2,4500,9000,Mysuru,XL,Violet,Spring,4.2,No,Free Shipping,No,No,21,UPI,Every 3 Months
2694,55,Female,Boots,Footwear,2,3500,7000,Mangaluru,L,Lavender,Summer,2.6,No,Standard,No,No,41,PhonePe,Quarterly
2695,66,Female,Sunglasses,Accessories,1,1350,1350,Nashik,M,Olive,Spring,4.9,No,Express,No,No,39,Google Pay,Every 3 Months
2696,50,Female,Hat,Accessories,2,4600,9200,Aurangabad,M,Orange,Fall,3.6,No,Standard,No,No,36,Paytm,Bi-Weekly
2697,57,Female,Coat,Outerwear,1,1000,1000,Kolhapur,M,White,Spring,4.7,No,Free Shipping,No,No,13,Credit Card,Monthly
2698,42,Female,Jacket,Outerwear,3,2600,7800,Thane,L,Red,Winter,3.2,No,Standard,No,No,15,Debit Card,Quarterly
2699,55,Female,Hoodie,Clothing,1,2850,2850,Navi Mumbai,M,Magenta,Summer,3.6,No,Store Pickup,No,No,10,Net Banking,Quarterly
2700,25,Female,Boots,Footwear,1,4800,4800,Vasai-Virar,M,Violet,Fall,3.6,No,2-Day Shipping,No,No,30,Amazon Pay,Annually
2701,22,Female,T-shirt,Clothing,1,3400,3400,Kalyan-Dombivli,XL,Olive,Winter,3.2,No,Standard,No,No,13,EMI,Weekly
2702,49,Female,Sweater,Clothing,2,1500,3000,Noida,L,Silver,Summer,2.8,No,Store Pickup,No,No,29,Cash,Fortnightly
2703,70,Female,Shoes,Footwear,2,1850,3700,Gurugram,L,Gray,Fall,4,No,Next Day Air,No,No,31,Cash,Fortnightly
2704,56,Female,Scarf,Accessories,2,2100,4200,Faridabad,XL,Olive,Winter,4.4,No,Free Shipping,No,No,31,UPI,Weekly
2705,52,Female,Dress,Clothing,1,2700,2700,Ghaziabad,L,Beige,Spring,3.4,No,Next Day Air,No,No,44,PhonePe,Weekly
2706,65,Female,Jacket,Outerwear,1,4050,4050,Chandigarh,S,Turquoise,Spring,5,No,Store Pickup,No,No,34,Google Pay,Bi-Weekly
2707,24,Female,Shoes,Footwear,3,2000,6000,Ludhiana,S,Blue,Spring,3.1,No,Express,No,No,14,Paytm,Quarterly
2708,32,Female,Backpack,Accessories,1,4400,4400,Amritsar,M,Pink,Fall,4.2,No,Standard,No,No,3,Credit Card,Weekly
2709,57,Female,Dress,Clothing,1,4700,4700,Jammu,M,Teal,Summer,3.3,No,Store Pickup,No,No,36,Debit Card,Weekly
2710,35,Female,Shirt,Clothing,3,2700,8100,Srinagar,S,Cyan,Winter,2.9,No,Standard,No,No,46,Net Banking,Bi-Weekly
2711,69,Female,Jacket,Outerwear,2,2550,5100,Shimla,L,Purple,Summer,4.7,No,Standard,No,No,21,Amazon Pay,Fortnightly
2712,30,Female,Sunglasses,Accessories,2,1100,2200,Dehradun,L,Red,Spring,4,No,Standard,No,No,10,EMI,Monthly
2713,37,Female,Jacket,Outerwear,3,4750,14250,Agra,L,Brown,Fall,4.6,No,Standard,No,No,21,Debit Card,Quarterly
2714,19,Female,Coat,Outerwear,2,2850,5700,Varanasi,M,Magenta,Fall,3.8,No,2-Day Shipping,No,No,34,Google Pay,Annually
2715,53,Female,Sweater,Clothing,1,2250,2250,Prayagraj,S,Olive,Winter,3.6,No,Store Pickup,No,No,2,Bank Transfer,Bi-Weekly
2716,25,Female,Sneakers,Footwear,1,4600,4600,Gwalior,XL,Pink,Winter,4.1,No,Express,No,No,19,Debit Card,Fortnightly
2717,47,Female,Shoes,Footwear,1,2000,2000,Jabalpur,L,Black,Spring,2.7,No,Store Pickup,No,No,20,Cash,Weekly
2718,18,Female,Sunglasses,Accessories,3,3100,9300,Raipur,XL,Beige,Winter,4.3,No,Free Shipping,No,No,46,UPI,Every 3 Months
2719,22,Female,Shorts,Clothing,1,4500,4500,Goa,M,Peach,Winter,4.9,No,Next Day Air,No,No,16,PhonePe,Bi-Weekly
2720,69,Female,Hoodie,Clothing,1,4100,4100,Udaipur,S,Peach,Fall,4.2,No,Free Shipping,No,No,11,Google Pay,Monthly
2721,55,Female,Scarf,Accessories,2,2600,5200,Jodhpur,M,Peach,Spring,2.8,No,Store Pickup,No,No,12,Paytm,Quarterly
2722,19,Female,Sandals,Footwear,3,3500,10500,Rajkot,S,Teal,Spring,4.9,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2723,23,Female,Hat,Accessories,2,4150,8300,Vadodara,M,Green,Spring,2.8,No,2-Day Shipping,No,No,25,Debit Card,Fortnightly
2724,54,Female,Shoes,Footwear,1,2450,2450,Siliguri,XL,Brown,Summer,2.9,No,Store Pickup,No,No,10,Net Banking,Every 3 Months
2725,52,Female,Sneakers,Footwear,2,4550,9100,Guwahati,M,Brown,Spring,2.5,No,Next Day Air,No,No,35,Amazon Pay,Fortnightly
2726,64,Female,Backpack,Accessories,3,4950,14850,Imphal,S,Violet,Summer,2.7,No,Free Shipping,No,No,25,EMI,Annually
2727,33,Female,Belt,Accessories,2,4600,9200,Aizawl,L,Blue,Winter,3.3,No,Free Shipping,No,No,33,Bank Transfer,Bi-Weekly
2728,40,Female,Shirt,Clothing,1,4350,4350,Shillong,L,Charcoal,Winter,3.7,No,2-Day Shipping,No,No,17,Cash,Fortnightly
2729,26,Female,Skirt,Clothing,3,1400,4200,Mumbai,M,Pink,Winter,4,No,Express,No,No,26,UPI,Weekly
2730,31,Female,Gloves,Accessories,2,3550,7100,Pune,S,Violet,Summer,4.1,No,Free Shipping,No,No,38,PhonePe,Monthly
2731,23,Female,Gloves,Accessories,2,1600,3200,Delhi,M,Teal,Winter,4.1,No,Store Pickup,No,No,6,Google Pay,Annually
2732,52,Female,Handbag,Accessories,1,1650,1650,Bengaluru,M,Red,Summer,2.5,No,2-Day Shipping,No,No,44,Paytm,Quarterly
2733,21,Female,Socks,Clothing,1,3750,3750,Hyderabad,L,Orange,Winter,4.2,No,Store Pickup,No,No,39,Credit Card,Every 3 Months
2734,31,Female,Backpack,Accessories,1,4150,4150,Chennai,M,Magenta,Summer,4.7,No,Express,No,No,23,Debit Card,Annually
2735,63,Female,Jeans,Clothing,2,4650,9300,Kolkata,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,No,26,Net Banking,Bi-Weekly
2736,46,Female,Skirt,Clothing,1,1450,1450,Ahmedabad,M,Yellow,Spring,3,No,Express,No,No,36,Amazon Pay,Bi-Weekly
2737,44,Female,Hoodie,Clothing,1,1250,1250,Surat,M,Pink,Spring,4.8,No,Store Pickup,No,No,38,EMI,Annually
2738,57,Female,Jewelry,Accessories,3,3800,11400,Jaipur,S,Indigo,Spring,4.4,No,Free Shipping,No,No,14,EMI,Every 3 Months
2739,50,Female,Sneakers,Footwear,3,4050,12150,Lucknow,M,Charcoal,Summer,4.3,No,2-Day Shipping,No,No,2,Credit Card,Every 3 Months
2740,33,Female,Shirt,Clothing,3,4000,12000,Kanpur,XL,Blue,Winter,2.5,No,Store Pickup,No,No,8,Credit Card,Every 3 Months
2741,19,Female,Sunglasses,Accessories,1,3500,3500,Nagpur,M,Lavender,Summer,4.9,No,Free Shipping,No,No,39,Cash,Fortnightly
2742,68,Female,Dress,Clothing,3,4050,12150,Indore,L,Yellow,Fall,4.9,No,2-Day Shipping,No,No,44,Cash,Monthly
2743,27,Female,Shoes,Footwear,2,4300,8600,Bhopal,M,Black,Spring,3.9,No,Free Shipping,No,No,31,UPI,Annually
2744,61,Female,Belt,Accessories,1,4700,4700,Patna,S,Beige,Fall,4.1,No,2-Day Shipping,No,No,30,PhonePe,Quarterly
2745,38,Female,Shirt,Clothing,1,3300,3300,Ranchi,M,Silver,Winter,3.3,No,Store Pickup,No,No,9,Google Pay,Monthly
2746,28,Female,Boots,Footwear,2,4900,9800,Bhubaneswar,M,Magenta,Summer,4.1,No,Standard,No,No,3,Paytm,Bi-Weekly
2747,39,Female,Hoodie,Clothing,2,1250,2500,Visakhapatnam,M,Orange,Fall,3.7,No,Standard,No,No,41,Credit Card,Every 3 Months
2748,18,Female,Jeans,Clothing,3,3100,9300,Vijayawada,M,Teal,Winter,3.1,No,Free Shipping,No,No,38,Debit Card,Every 3 Months
2749,24,Female,Jacket,Outerwear,3,4900,14700,Kochi,L,Turquoise,Spring,3,No,Free Shipping,No,No,47,Net Banking,Annually
2750,64,Female,Jacket,Outerwear,2,2650,5300,Thiruvananthapuram,M,Cyan,Spring,3.4,No,Standard,No,No,28,Amazon Pay,Annually
2751,51,Female,Sandals,Footwear,3,3300,9900,Coimbatore,L,Pink,Spring,2.7,No,2-Day Shipping,No,No,43,EMI,Every 3 Months
2752,27,Female,Dress,Clothing,1,2600,2600,Madurai,S,Indigo,Fall,3.1,No,Free Shipping,No,No,5,Cash,Monthly
2753,48,Female,Sweater,Clothing,1,3200,3200,Mysuru,S,Peach,Winter,4,No,Free Shipping,No,No,44,Bank Transfer,Bi-Weekly
2754,69,Female,Gloves,Accessories,1,2950,2950,Mangaluru,M,Beige,Spring,3.6,No,Next Day Air,No,No,45,Debit Card,Quarterly
2755,59,Female,Sunglasses,Accessories,1,3050,3050,Nashik,L,Gold,Summer,3.6,No,Free Shipping,No,No,11,Bank Transfer,Bi-Weekly
2756,59,Female,Belt,Accessories,1,4850,4850,Aurangabad,M,Indigo,Winter,3.3,No,Store Pickup,No,No,21,Bank Transfer,Annually
2757,42,Female,Hat,Accessories,2,1150,2300,Kolhapur,L,Violet,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Monthly
2758,39,Female,Hat,Accessories,3,4900,14700,Thane,XL,Brown,Fall,4.3,No,Next Day Air,No,No,27,Cash,Monthly
2759,32,Female,Blouse,Clothing,3,4900,14700,Navi Mumbai,M,Purple,Summer,3.2,No,Standard,No,No,30,UPI,Bi-Weekly
2760,68,Female,Shoes,Footwear,1,2950,2950,Vasai-Virar,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,43,PhonePe,Every 3 Months
2761,41,Female,Skirt,Clothing,2,4100,8200,Kalyan-Dombivli,S,Violet,Fall,5,No,Next Day Air,No,No,1,Google Pay,Bi-Weekly
2762,31,Female,Sneakers,Footwear,2,4100,8200,Noida,M,Purple,Fall,3.4,No,Next Day Air,No,No,47,Paytm,Every 3 Months
2763,58,Female,T-shirt,Clothing,1,2050,2050,Gurugram,M,Charcoal,Fall,3.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months
2764,28,Female,Handbag,Accessories,1,2600,2600,Faridabad,M,Green,Fall,2.9,No,2-Day Shipping,No,No,49,Debit Card,Quarterly
2765,63,Female,Sweater,Clothing,3,2050,6150,Ghaziabad,XL,White,Spring,2.6,No,Next Day Air,No,No,8,Net Banking,Weekly
2766,64,Female,Gloves,Accessories,2,3500,7000,Chandigarh,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,8,Amazon Pay,Quarterly
2767,66,Female,Dress,Clothing,2,4550,9100,Ludhiana,M,Cyan,Winter,2.8,No,Standard,No,No,49,Amazon Pay,Monthly
2768,31,Female,Dress,Clothing,3,4750,14250,Amritsar,M,Green,Spring,4.5,No,Free Shipping,No,No,44,Amazon Pay,Monthly
2769,55,Female,Blouse,Clothing,2,1250,2500,Jammu,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,3,Amazon Pay,Bi-Weekly
2770,32,Female,Shirt,Clothing,1,4450,4450,Srinagar,L,Lavender,Fall,3,No,Standard,No,No,46,Amazon Pay,Weekly
2771,50,Female,Boots,Footwear,2,2200,4400,Shimla,S,Blue,Fall,3.3,No,Express,No,No,10,Bank Transfer,Quarterly
